beer_style,altbier,american adjunct lager,american amber / red ale,american amber / red lager,american barleywine,american black ale,american blonde ale,american brown ale,american dark wheat ale,american double / imperial ipa,american double / imperial pilsner,american double / imperial stout,american ipa,american malt liquor,american pale ale (apa),american pale lager,american pale wheat ale,american porter,american stout,american strong ale,american wild ale,baltic porter,belgian dark ale,belgian ipa,belgian pale ale,belgian strong dark ale,belgian strong pale ale,berliner weissbier,bière de champagne / bière brut,bière de garde,black & tan,bock,braggot,california common / steam beer,chile beer,cream ale,czech pilsener,doppelbock,dortmunder / export lager,dubbel,dunkelweizen,eisbock,english barleywine,english bitter,english brown ale,english dark mild ale,english india pale ale (ipa),english pale ale,english pale mild ale,english porter,english stout,english strong ale,euro dark lager,euro pale lager,euro strong lager,extra special / strong bitter (esb),faro,flanders oud bruin,flanders red ale,foreign / export stout,fruit / vegetable beer,german pilsener,gose,gueuze,happoshu,hefeweizen,herbed / spiced beer,irish dry stout,irish red ale,japanese rice lager,keller bier / zwickel bier,kristalweizen,kvass,kölsch,lambic - fruit,lambic - unblended,light lager,low alcohol beer,maibock / helles bock,milk / sweet stout,munich dunkel lager,munich helles lager,märzen / oktoberfest,oatmeal stout,old ale,pumpkin ale,quadrupel (quad),rauchbier,roggenbier,russian imperial stout,rye beer,sahti,saison / farmhouse ale,schwarzbier,scotch ale / wee heavy,scottish ale,scottish gruit / ancient herbed ale,smoked beer,tripel,vienna lager,weizenbock,wheatwine,winter warmer,witbier
american double / imperial pilsner,0.9902701553095927,0.9743412535693418,0.9704160278742754,1.0,0.9721295389404347,0.9764909073042992,0.9664915070333779,0.9688894722779441,1.0,0.9621342584720197,0.0,0.9071660422800274,0.9405306360240431,0.9958210564304945,0.960858520770626,0.9665622262096333,0.9130981338604965,0.9136686481127331,0.9649293403127617,0.9324938611604562,0.9677165385992252,1.0,0.9227653824482069,0.9664609337216101,0.9671057510668929,0.976498605901325,0.9917194097941703,0.9493635591059955,1.0,0.9595783700492921,1.0,0.9962177835139526,1.0,1.0,1.0,0.9635578903580451,0.9685237837517007,0.9382518175355985,0.9866128029247221,0.9819977352748639,0.9697457012523207,1.0,0.9957647627425961,1.0,0.9655040653451119,0.9380793978743254,0.9571958301713719,0.9608553078541936,1.0,0.9523969174263953,0.9822597341062547,1.0,0.9916555658907166,0.9829220051925962,1.0,0.9558826556108228,0.9583126286581616,1.0,0.986197957781839,1.0,0.9584368600250119,0.9281943585887014,1.0,0.9892677171464326,1.0,0.9675319357334896,0.9441495693281654,0.9811109084791214,0.9591742995959338,1.0,0.9764761412590379,1.0,1.0,0.9127611526728197,0.9808390969521676,1.0,0.978458489181686,1.0,0.9969362438557576,0.9585926007400842,0.9994643907912397,1.0,0.9916738383641883,0.9945305783029876,0.990147589616236,0.9894323173884864,0.96147125244181,0.9896390642909564,0.9050171926662206,0.9500367965077056,0.9860395316307309,0.9136089086131576,0.9207649345562262,0.9908893378585201,0.9666616449559718,0.9724375817786199,1.0,0.9858604705226917,0.9099268269511067,0.9990360992575424,0.9891876793358001,0.9340132403491563,0.9774788257050007,0.8938554418094306
american double / imperial stout,0.979120687970192,0.918532940761116,0.8981917049982945,0.9733100264568361,0.8880453881493563,0.9158087004210943,0.9273038171112258,0.9147954304256486,0.9509781193758131,0.8691862298266565,0.9071660422800274,0.0,0.8568999633326072,0.9823209945517145,0.8993924511678184,0.9305767095653231,0.9374630333313403,0.9036872805169641,0.9347210345950437,0.893790213041969,0.8890377079899615,0.9531011976825141,0.9501601946958438,0.913757442656875,0.9526703262564988,0.8919967581509105,0.9366690499524994,0.9642971204102341,0.9489626940836002,0.9490322231026062,0.9719646950897991,0.9332146658378242,0.954869723021159,0.951580927762694,0.9565150677833087,0.9506097263820603,0.9496984462681028,0.9375492212493444,0.9610580894743709,0.9528304522075277,0.9460788805427341,0.9882397855784274,0.940276147704888,0.9456284138814849,0.9327686708812337,0.9318391649370742,0.9290188453351724,0.9386320109483755,0.9968293200906153,0.9625492140182262,0.9876004133345727,0.9818065508993086,0.981837840933637,0.9324086104427904,0.939746366382967,0.9511910027312501,0.9812566088143111,0.9867634264877326,0.9761848253985821,0.9256305226013328,0.897684003031767,0.936861498906916,1.0,0.9407788479203743,1.0,0.9527873870035611,0.9396323761556568,0.940021610448788,0.957244574716589,0.9956135083431928,0.9927885798441233,0.9861468804770334,1.0,0.9633945047097947,0.9372142953742709,0.9896345538711199,0.9472479617734206,0.9954615800742133,0.9416745588940566,0.9452245139524472,0.9500190024324935,0.9519514680624664,0.9510993311422501,0.9574119885326106,0.9506175665825941,0.9538939483016478,0.9422533439940936,0.9730020902546658,0.9871480445965257,0.8851546884334014,0.9561759831197587,0.9750295083921948,0.8973530955480156,0.956215236770016,0.9467190575737364,0.9584285993197001,0.9721421979254424,0.9670571789975139,0.9275367080744942,0.9618816352305676,0.9338026986234016,0.9688937550753588,0.93016132530168,0.9109530660529334
american ipa,0.9192508110179793,0.9136192001613282,0.8816702040713753,0.9420378070506011,0.8945894279269556,0.9112742338549339,0.9429113050161779,0.8867442081772354,0.9773169931132693,0.8405537411825006,0.9405306360240431,0.8568999633326072,0.0,0.958360539383863,0.8553666112551213,0.9123448666990608,0.913285156476527,0.8854794887339075,0.9050322792569568,0.8786064426310851,0.889611791544529,0.9436365660462388,0.9634651551416982,0.9240235370945442,0.9016248436832008,0.8762558031362376,0.9104486240399257,0.9209880463343418,0.9899274814999928,0.9302136752974458,0.9893767636281217,0.9255579148820539,0.9710912962711318,0.9759974885340729,0.914691146384495,0.9520238967641439,0.9497451399759206,0.9237491116384541,0.9302286285787128,0.9346737126294465,0.9409823582286773,0.968049730318233,0.9220768941511371,0.9339089889927865,0.9080589920437324,0.9403992176052743,0.9285457116393634,0.9116589219346436,0.9671604982351413,0.9411993967172134,0.9614640979922714,0.9476444639452407,0.9760096883085283,0.9498240226824087,0.9785681145009968,0.9166403590812044,0.9838583824270913,0.9449071312609727,0.957169739521926,0.9647184785176965,0.9173785426267209,0.8941391613377997,0.9412778514920387,0.9388432910901007,0.9968611691323993,0.8871558511861626,0.9098956315831093,0.9302208061948299,0.9361272439916994,0.9889190343240916,0.9612884967915392,0.9709051934594967,1.0,0.9441034695936209,0.9445412964053067,0.9660416625854256,0.9560379647123577,0.9541409587842622,0.9048977998911469,0.9173075017603648,0.9480069957968287,0.9383607551450986,0.917903629958613,0.9452902916273256,0.9298452751962686,0.9465077431677227,0.9511778450777437,0.9607844520396124,0.9956881021518422,0.8778793848003191,0.9318355996660773,0.9686992485918337,0.869058609181425,0.9158922331276821,0.9098877962414756,0.9298293308031325,0.9853755744000497,0.9679826882683672,0.9358732846476616,0.9202410588456881,0.9436005183135033,0.9638927114110486,0.9158486886857435,0.9088697063719477
american malt liquor,0.9664102147437321,0.9837915190292323,0.9866174642942428,0.9572587709908533,0.9559957711593027,0.9991237884639612,0.9672163501838386,0.9707512235993023,1.0,0.9813626481456422,0.9958210564304945,0.9823209945517145,0.958360539383863,0.0,0.9923213540776876,0.991011525945894,0.9789085060086934,0.9862828813681741,1.0,0.9909543816599757,0.9800562542689402,0.9968884004894977,1.0,0.9726991166011055,1.0,0.977257946403596,0.9828189152882534,1.0,1.0,0.9854123267894817,1.0,0.995418551145617,1.0,1.0,1.0,0.9498165956242703,0.9946522387505436,0.9930957178350018,1.0,0.9714871277618365,0.9886266589642433,0.9842182158763656,0.963575587763648,0.9988449433605191,0.9593542194226047,0.9750751803433995,0.9751414309631655,0.9778355508123642,1.0,1.0,1.0,1.0,0.993935365958324,0.9723387918199408,0.9815280822868135,0.9939880086884813,1.0,1.0,0.9942679098437066,1.0,0.9807581797958167,0.9750055557375387,1.0,0.995319943779083,1.0,0.9746216669390336,0.9832035506670366,0.9852600725134304,0.9603041753258427,0.9272034461072939,1.0,1.0,1.0,0.9750346191779887,0.9965185217064673,1.0,0.9244822920653182,1.0,1.0,0.9799370678434562,1.0,0.9723845806127651,0.9773074231435015,1.0,0.9843361590506091,0.9870968200912907,0.9991682506265354,0.992469796923104,1.0,0.9718993953233357,0.9878244400133759,1.0,0.9765067594435839,0.9638363174969435,0.9652704562484032,0.9929887884343632,1.0,1.0,0.9921568575665919,1.0,0.9842834715665926,0.9931077776043301,0.9963555362760866,0.9761667137801016
american pale ale (apa),0.9331979250648416,0.9315456552008232,0.9216090469722424,0.961484700794349,0.91841576114158,0.97604383852782,0.9452631046872033,0.9016293136947244,0.9472186889203773,0.8826626750038539,0.960858520770626,0.8993924511678184,0.8553666112551213,0.9923213540776876,0.0,0.9329804426877003,0.9248893608242098,0.9014196149718267,0.9361412803314545,0.8847952362142829,0.9268222090993344,0.9550222963092395,0.9782058186782605,0.9287242883125496,0.9262813075118783,0.9012199926993999,0.9044944330882906,0.9641121838024601,0.9758381543642458,0.9614511274057176,0.9672923265338319,0.9588976342398924,1.0,0.9732519193468507,0.9722721087242248,0.9605282785517032,0.9372492018266151,0.9442474996900175,0.9690762307401647,0.935554957679679,0.9450661399188095,0.9792903038440763,0.9460071643614449,0.9443770007263884,0.9224472053662676,0.9657919745399709,0.9078659788773247,0.9051808222328808,0.9674207182578504,0.9542737316589641,0.9530602521751963,0.9294817682301058,0.9809438028408878,0.9199998303635023,1.0,0.8825814213674246,0.9854097295328862,0.9718603991345764,0.963977433955126,0.9554341879941746,0.9113143962679384,0.8934532760646642,1.0,0.9266410367137146,0.9787212816023706,0.9250807652060147,0.9591277404189841,0.9564715090387511,0.9054339604762474,0.9490436489668329,0.9972213031305533,0.9517246942578353,1.0,0.9404035004226009,0.9229209147818893,1.0,0.9542981199747879,0.972257655624565,0.9398444241844117,0.9492770118902982,0.9494703601047496,0.9354468485925614,0.9184873057465266,0.9394137663634742,0.9355604452860907,0.9721938465945834,0.9440048031290125,0.9686329325285856,0.958732483253432,0.9197413773862622,0.9749345107556926,0.9863936917363709,0.8884179107046534,0.9305607069893492,0.9237095710222752,0.9266131729336451,0.9651140477661316,0.9331921404108241,0.9196416139316319,0.9421093494388844,0.9429121578939843,0.9823261967146297,0.9036210955643839,0.9307518530811647
american pale lager,0.9899236102224044,0.901627792313895,0.9394483352080979,0.9686600191588716,0.9657776856010527,0.9572137067220425,0.9547231884362147,0.9451579245576835,0.9470261733057201,0.9466520010768956,0.9665622262096333,0.9305767095653231,0.9123448666990608,0.991011525945894,0.9329804426877003,0.0,0.9262110299145211,0.9713721736019693,0.9761450088419011,0.9395409550891977,0.9675954244981023,0.9938609073430112,0.9847719988150865,0.9422887584810494,0.9704565534257472,0.9540420059062603,0.951355748733173,0.9891086269149625,0.940700529326788,0.994003949496943,0.9781440343085938,0.972581513760477,1.0,0.9902588669949075,0.9540182130298756,0.9592040670668037,0.9449004753474622,0.9911709635431757,0.924814434243071,0.9520249199499196,0.9880323939800302,0.9757823430645371,0.956476566082,0.9225176665130171,0.9632761449637633,0.9829250268035888,0.9687372623244117,0.9487643452148133,1.0,0.9773594635264904,1.0,0.9569770788926903,0.9307007313015259,0.9538213777207303,0.9676048528851066,0.9658276443294254,1.0,0.9461807454808003,0.9901044130485595,1.0,0.9604036247180198,0.9097064526762155,1.0,1.0,0.9806267570394054,0.9319214286696998,0.9382097751080128,0.9475393711790485,1.0,0.9954404628276668,0.9810259826650448,0.9899537534205295,1.0,0.9988272393149902,0.9626029146030837,1.0,0.9409474300980414,0.9390661551414834,1.0,0.9493210426024178,0.9400939283834692,0.9954596337080114,0.947766262959842,0.9707203163242295,0.9699786905521499,0.9851497405826708,0.9901539003579536,1.0,1.0,0.97731702292709,0.9969972480931302,0.9203635966307407,0.9548732735922751,0.9778915918541293,0.9784877971428115,0.9746396641430934,0.9708169928080653,0.9736423605233769,0.9368649165584468,0.9270906910078044,0.9760055285979516,0.9807359564358773,0.96947226129835,0.9593710310343533
american pale wheat ale,0.940829634902224,0.9420247178767944,0.9252267500884308,0.9418346447581639,0.9249364410462562,0.9521200711587682,0.9564936436196869,0.9616016623467973,0.9842801424721075,0.8945750028659545,0.9130981338604965,0.9374630333313403,0.913285156476527,0.9789085060086934,0.9248893608242098,0.9262110299145211,0.0,0.8874935233853919,0.9331117210305926,0.9132751940847454,0.9653824684576162,0.9811076616626685,0.9300259322078587,0.9638140848056411,0.945567162720665,0.9277372519066954,0.9365482224322135,0.9815656915072757,0.962913897119066,0.9642951035488971,0.9271709261271237,0.9566060223359498,1.0,1.0,0.9925086349668878,0.9365223408956408,0.9821418395934156,0.9247187918156022,0.9320644294806348,0.9303592277986712,0.9816143199383652,1.0,0.9598185195211894,0.9613407073501635,0.9435221494602788,0.9129834442038361,0.9344642169483733,0.9420782375697204,1.0,0.9761341928497583,0.9815055392980832,0.977739677136159,0.9285424303414231,0.9667335049278456,0.9915884647590656,0.9569794188382472,0.9931016455020207,0.950723899231119,0.9755292335324288,0.9611661785778459,0.8848911182355546,0.9149139602130248,1.0,0.9962704846202044,0.9843500426198761,0.9419133745460873,0.9242312623634954,0.9346557004045596,0.952344456708802,1.0,0.9795633896898752,0.9747840178197451,1.0,0.9669773425937743,0.9348682648034925,0.973772430859707,0.9388766998305565,0.9755018416048841,0.9784531334030596,0.9552541990761375,0.9399077138429218,0.9465553968382436,0.940697238813614,0.961081968767271,0.9562859745929754,0.9679983885024106,0.9664803838534185,0.9344199994619024,0.9718167323648229,0.9623653281939017,0.953334883329947,1.0,0.9339632185264565,0.9367960691664808,0.9358215332840348,0.9150517185622138,1.0,0.9321462345728422,0.9530940050350291,0.9411427890445997,0.9619155100915916,0.9058449060844138,0.9224366996736806,0.9662987800028341
american porter,0.9390785638529491,0.9343176299234338,0.8936948282426844,0.9661409900226468,0.9045418251988326,0.9684789439358812,0.9592124255819047,0.9208159073751262,0.993240895505166,0.8901116625345522,0.9136686481127331,0.9036872805169641,0.8854794887339075,0.9862828813681741,0.9014196149718267,0.9713721736019693,0.8874935233853919,0.0,0.8986944507373066,0.9253829561632175,0.8980130472342179,0.9530886146700049,0.9619723360526136,0.9615130908154281,0.9290512962125789,0.9079678818350058,0.9043715184665502,0.9317862686951474,0.9840540002201914,0.9562048073314232,1.0,0.9484028684443918,0.997605806444075,0.9991299677974628,0.9871156799028473,0.9414824360096359,0.9705424217229804,0.9238768997912056,0.982092743327959,0.9521675629094003,0.9512764169501045,0.9761039198019864,0.9697051100298323,0.9374906247903881,0.9478174726354557,0.9910530028714989,0.936105789672563,0.9314282524010922,1.0,0.9549292770681261,0.9691003833947421,0.9799565216801079,0.9168798194526305,0.965319376985657,1.0,0.949237932541198,0.9557062119942668,0.9606974432347638,0.920577127450297,0.952669886162842,0.8853230247972618,0.8938495824366544,1.0,0.955038430392686,0.9584721525075596,0.9201302430239654,0.9483677590040657,0.9591882960609661,0.9282123577132702,1.0,1.0,0.9763715341702134,0.9741028371121815,0.9553085991654444,0.9166557577220202,0.9669204180058768,0.9325611138930736,0.9578658744890591,0.9530886409641536,0.9496708863748179,0.9552750680303442,0.930159726125824,0.9065760805467253,0.9672486890394263,0.9184024674626721,0.9668681846425703,0.9240886908055919,0.9642216217055003,0.9716624609808298,0.9204096229955268,0.9343095927010222,1.0,0.9062745836459317,0.9571966410838642,0.9547727174740291,0.9098680243257427,0.9812494434739413,0.9822936445624781,0.9236021378468001,0.9623893089204046,0.9721290559823089,0.9437271156471781,0.9118476355043817,0.9117301804180883
american stout,0.9650011096463121,0.9472887836132734,0.9319808617419263,0.9794911029635673,0.9416825652506955,0.9596507411819248,0.9702700554292079,0.9452965487633526,0.9795717653681691,0.9059471588997418,0.9649293403127617,0.9347210345950437,0.9050322792569568,1.0,0.9361412803314545,0.9761450088419011,0.9331117210305926,0.8986944507373066,0.0,0.9558867238014254,0.9313343504494955,0.9707620743847223,0.9927525741302023,0.9469174214120935,0.9335367869893033,0.9320449030471327,0.9373996333095439,0.9394177862549036,1.0,0.9387884384790499,0.9477062890773935,0.9432144093412045,1.0,1.0,0.9911498525562004,0.9532054754579321,0.9760258292570665,0.9458544602201601,0.972433220731449,0.9615930250128394,0.9319629179849143,0.9716999193076101,0.9432572807770616,0.9154925456781778,0.9602734563680013,0.9490471534600244,0.9663094159720842,0.9557222701218442,1.0,0.995356186352815,0.9833531561298663,0.970298846726949,0.983034730104573,0.973901504636861,0.9894003008485005,0.9414141968640354,0.9695749134033257,0.9933054140516125,0.9377101604678334,0.9698681158379422,0.9529846207868098,0.936504530966884,1.0,0.9291687196425683,1.0,0.9343237242577054,0.9731182656876985,0.9332052584589392,0.9676440822063952,1.0,0.9742470411454056,0.955829136116829,1.0,0.9672552490573884,0.9513043833486361,0.979343519464693,0.9748318386167494,0.971058370144825,0.9529231619552384,0.9821422829463365,0.9886915694579544,0.982915498408974,0.956458922913595,0.9690350408936543,0.9523296609645295,0.9765974303883777,0.9525702126213592,0.983796101654659,0.9969266021356148,0.9353402273081557,0.9325349262379231,0.9150733236403996,0.9368691188102364,0.9754486634996636,0.9428206331940148,0.9826498300143851,0.9840115020543693,0.9854051571088469,0.9766418193162616,0.9692473168715999,0.9623152180527866,0.9758995323711379,0.962563077595655,0.9474321015278137
american strong ale,0.9755052161532092,0.9577693867966585,0.9079250099819763,0.9687011007983777,0.9069648316746649,0.9616219433747848,0.9410529963419216,0.9120934895080706,0.9586511664942334,0.8818908873127149,0.9324938611604562,0.893790213041969,0.8786064426310851,0.9909543816599757,0.8847952362142829,0.9395409550891977,0.9132751940847454,0.9253829561632175,0.9558867238014254,0.0,0.9100828869838763,0.9390581989375876,0.9681086395000105,0.9279704793088147,0.9640495195604867,0.9454081048873643,0.925092837847051,0.9817720205989295,0.8920927269524446,0.9567900925766006,0.9499735218048663,0.975261400775044,1.0,0.9848958251669708,0.9965383173719102,0.9715701620244054,0.954642457385696,0.9466558848732645,0.991180750811873,0.9353157719055356,0.9413115560441747,0.984673126635088,0.9188878197724608,0.9487354733552371,0.9250359805007925,0.9807357715014707,0.9716225385120315,0.9338169417749801,1.0,0.9306374672908789,0.9759582246947104,0.9882708641816988,0.9764407174162014,0.9160102177532725,0.9712968580607467,0.9282118505644412,0.98823018375176,0.9873889348905733,0.9520553979625583,0.9422292846448206,0.9049566325692537,0.928211957389598,1.0,0.9695474725294637,1.0,0.9402639369132084,0.9376054877047983,0.9282563461655862,0.9108640499900345,0.9542145059175975,0.9941885863709112,1.0,1.0,0.9741378641016734,0.9367541878563683,0.996270926282617,0.957068737936401,0.9634265722407644,0.978158586075762,0.9441440977032866,0.929455224606404,0.9715602575717724,0.9399819214572465,0.9494270968434098,0.8885588174675256,0.9643754604491954,0.9602575116252036,0.9606918479011745,0.9861291385292499,0.9295603360618323,0.9519132980969413,0.971253164699092,0.8736955595881932,0.9515227645058243,0.9589506305171829,0.933789481939053,1.0,0.9834328339140804,0.9391244289907078,0.9756091657350187,0.9547909705959493,0.9263709090575195,0.9415376092810606,0.9448143705706981
american wild ale,0.9832469541589068,0.9401392144485957,0.9217592291335976,0.9959011210250835,0.8690943932157958,0.9616876329842879,0.9597674429466774,0.906349007670285,0.9644419738318301,0.8501102011245705,0.9677165385992252,0.8890377079899615,0.889611791544529,0.9800562542689402,0.9268222090993344,0.9675954244981023,0.9653824684576162,0.8980130472342179,0.9313343504494955,0.9100828869838763,0.0,0.9587348664194514,0.9783178022575061,0.9466707454600058,0.9740243713874134,0.9150468402195007,0.9409695648488499,0.9522367631633017,0.981125182703815,0.9601815616939852,1.0,0.9733845220347792,1.0,0.9828361354033959,0.9796656054870675,0.9870773241197014,0.9595133659534298,0.9183344621843937,0.9674288531553835,0.9456477621107537,0.9638008090298072,0.9481846286508542,0.9521243454590747,0.9644859714546477,0.9630243495742515,0.9383837037339768,0.9259694799865539,0.9212870039325998,1.0,0.9934901631226715,0.9826687187784127,0.9506842303793389,0.9526805640001467,0.9524402185937658,1.0,0.9721334514976221,0.9386244636125469,0.9732492097591143,0.9129859959415012,0.9455058082001188,0.8727379357346255,0.914504572608587,1.0,0.9480577602874223,1.0,0.9302114989334647,0.9852941973654931,0.933888476581479,0.9639441115880505,0.9839322020121894,1.0,0.998229852565364,1.0,0.9898363590137248,0.9093626542305596,0.9822021175160793,0.9190836467021267,0.941814901087567,0.9556191927551094,0.9833736348910922,0.9574173598172839,0.9765329815507547,0.952433570645088,0.9629037816126536,0.9145342175072533,0.9465997159840432,0.9444837898105172,0.9825481476600747,0.9558653647675969,0.9576179260102069,0.9214603418399905,1.0,0.8605023155770717,0.9766270069202131,0.9512077369293054,0.9476935416979452,0.9968111365304906,0.9460159868709344,0.9711105060019476,0.9620081253988545,0.9790704695627549,0.9259904660482251,0.962539748666204,0.9228640234953595
baltic porter,0.9241314218062705,0.9639321533516657,0.9820851695927936,0.9882560547798966,0.9527711600149793,0.985038773615841,1.0,0.9642967829899843,1.0,0.9337801363689454,1.0,0.9531011976825141,0.9436365660462388,0.9968884004894977,0.9550222963092395,0.9938609073430112,0.9811076616626685,0.9530886146700049,0.9707620743847223,0.9390581989375876,0.9587348664194514,0.0,0.9798721571708728,0.9700325767566488,0.9531214450111948,0.9555645844819752,0.9640005917959135,0.9403029713232407,1.0,0.9630526742332964,1.0,0.9890481091697509,1.0,1.0,1.0,0.9714374424168798,0.990868749906757,0.9663795346272553,0.9916933559934458,0.9423361933198436,0.95416910982835,0.9919158273325052,0.9414847730199232,0.9786997223709719,0.9564127779007391,0.97020877974207,0.9928512397816113,0.9911881932035372,1.0,0.8676962234972567,0.9524467927573165,0.994108054405761,1.0,0.9784431763832294,1.0,0.9586450366451187,1.0,0.9685891130120923,0.9109338596795047,1.0,0.9904613877324215,0.9630125998384884,1.0,0.9648389387699214,1.0,0.9584913023480326,0.9874525992433569,0.9777926921811582,0.9502944959041179,0.9893457653156699,1.0,1.0,1.0,0.9853846363852103,0.9789957813746103,1.0,0.9754688575843099,1.0,0.9636902294724459,0.9430083754303156,0.9539375315959228,0.9889976196041421,0.951436650521271,0.9850675858213886,0.9639313035652783,1.0,0.9639268201740877,0.9871422518058309,1.0,0.9458137600274622,0.9989605175130579,1.0,0.9382302253987236,0.9516443396614429,0.9917255316237554,0.9871733122230136,1.0,1.0,0.983286672817639,0.9795452412044353,0.9919492543685867,0.9947042189140775,0.9748464389097206,0.9807233720725688
belgian dark ale,0.978762055735686,0.9869545253917954,0.9631472269300775,1.0,0.9370676457310686,0.9534422151088653,0.9655933896818536,0.9910863199634852,1.0,0.9626372254470841,0.9227653824482069,0.9501601946958438,0.9634651551416982,1.0,0.9782058186782605,0.9847719988150865,0.9300259322078587,0.9619723360526136,0.9927525741302023,0.9681086395000105,0.9783178022575061,0.9798721571708728,0.0,0.9504439301640607,0.9610413336137127,0.9876742989241033,0.9521001594390988,0.9846962136474591,1.0,1.0,1.0,0.9949195803549472,1.0,1.0,0.9493252144696986,1.0,1.0,0.966681197944643,0.9730266977322686,0.9462763645664937,0.9852859714087809,1.0,0.9767701833584408,1.0,0.9684070850671708,1.0,0.9649380537053529,0.9816579071000505,0.9635310990515189,0.9757842265027712,1.0,0.9123102782411572,1.0,0.9809927173014349,1.0,0.9873014017074094,0.9455593555143433,0.9993750164788404,1.0,0.97129884720156,0.9873810669183927,0.9860454529777103,1.0,1.0,1.0,0.9671364400842641,1.0,0.9479194837797038,0.9833260825911083,1.0,1.0,1.0,1.0,0.9176059858297141,0.9774795414163273,1.0,0.9212787143130197,1.0,0.9783943815639664,0.9401663398309252,0.9508974672081508,1.0,1.0,0.9724497286785216,0.9048796248726363,0.9616737146435862,0.9900080251387664,1.0,1.0,0.949274325718372,0.995780745614568,1.0,0.968758881183893,1.0,0.9787288494989604,0.9722328193969806,0.9990463745219459,1.0,0.9298413930344189,0.983977483563314,0.992219538674282,0.9880580278852675,0.9716393936746339,0.9956531255835445
belgian ipa,0.9621638603490182,0.9680243004864866,0.9555344966399181,0.9801279463540907,0.9539202468710841,0.9741213720750891,0.9556467211944188,0.9573467452783602,0.9316591701267961,0.9051526293732652,0.9664609337216101,0.913757442656875,0.9240235370945442,0.9726991166011055,0.9287242883125496,0.9422887584810494,0.9638140848056411,0.9615130908154281,0.9469174214120935,0.9279704793088147,0.9466707454600058,0.9700325767566488,0.9504439301640607,0.0,0.9752422916272224,0.9395137457426487,0.958866496995987,0.9586492511328105,0.9252993598908135,0.978535937629158,1.0,0.9735259856372264,1.0,0.9815741982768149,1.0,0.9731494416002687,0.9859795713371652,0.9380618165213669,0.9781354844644724,0.9334293615162347,1.0,0.9852229633942503,0.9530621150428159,1.0,0.9507328422657395,1.0,0.9744256251928404,0.9542275811995584,1.0,0.9917524087651154,0.9925495107569383,0.9907686821108505,1.0,0.9947630451870704,1.0,0.9652595610277854,1.0,0.9782881154554661,0.9629666197887559,0.9449073219896933,0.9387263105734088,0.9654524594928617,1.0,0.9499188528809602,1.0,0.906253779709922,0.9710171956426765,0.9682681253977979,1.0,0.9916536375240106,1.0,1.0,1.0,0.9709947278220454,0.9725553366156685,1.0,0.950626277564856,1.0,0.97194269078914,0.9364704308499575,0.9718821107850493,0.9759896655010213,0.974259743045822,0.9827722984409752,0.980747839612274,0.9714477404568408,0.9658219796160759,0.9764302076361615,1.0,0.9158688540182591,0.9788278234060527,1.0,0.926143440820665,0.9493102154577506,0.9677840107131173,0.9649517786802357,1.0,0.971628286151997,0.9697854729612191,0.9588437717975923,0.9414365835326577,0.9917027341998377,0.9714278801124239,0.9776505024930648
belgian pale ale,0.9811463825404428,0.9684469990183282,0.9392428072350022,0.9870266281318073,0.9441328916561178,0.9822011998007729,0.9900108088821128,0.9476176290861277,0.9970781639606539,0.9131628461719608,0.9671057510668929,0.9526703262564988,0.9016248436832008,1.0,0.9262813075118783,0.9704565534257472,0.945567162720665,0.9290512962125789,0.9335367869893033,0.9640495195604867,0.9740243713874134,0.9531214450111948,0.9610413336137127,0.9752422916272224,0.0,0.921632830941123,0.9148189830310816,0.928513490573444,0.968980774606981,0.934252967242293,1.0,0.9384610206732055,1.0,0.9732029567558949,0.9965189664889128,0.9649583467373037,0.9705791045929683,0.9631196632739134,0.9400897842503035,0.9484744572008083,0.9112456797006194,0.9859745786551407,0.938254641057976,0.9461815576900237,0.943284627227333,0.9741572555609169,0.9377657644477237,0.950944606740234,0.965643243792956,0.9726016921846525,0.995580294038005,0.9804685352252883,0.9214644029634407,0.9606195298229337,1.0,0.9600190128158004,0.9794849430423983,0.9745840376729009,0.9392339136382092,0.9564246177629776,0.9170197749853689,0.9177597529251843,1.0,0.9445438615374365,1.0,0.9458196092609913,0.9669469941169727,0.9254758771916134,0.9908368685287485,0.9801954117144965,0.9469109553001701,0.9796363477460185,1.0,0.9692099179379985,0.9518216449057406,0.9512510488071686,0.9558034340668013,0.9954465489289931,0.9703166452441621,0.9656133434008484,0.9635267985553864,0.9272502470764539,0.9402669454749011,0.9693158231878047,0.9481812613742273,0.990405013944535,0.9607528727359874,0.9426386033026931,0.9504366857052429,0.9477662713243231,0.960711150044293,1.0,0.9447115468234026,0.9407659331421301,0.9742625140604397,0.945574731554911,0.9937112350394023,0.9859094416949642,0.9385022583306315,0.9514382369314609,0.9863176215573148,0.9396231915970977,0.9087271962560187,0.9269021183096253
